"sensor_name","sensor_id","date_installed","tidally_influenced","date_removed","street_name","borough","zipcode","community_board","council_district","census_tract","nta","latitude","longitude","lowest_point_height_delta_inches","location"
"Q - Russell St 2","Q-russell-st-2-07zt40","2021-03-05T00:00:00.000","Yes","2024-02-15T00:00:00.000","Russell Street","Queens","11414","410","QN10","4088400","QN1003","40.654254","-73.831736","30.87","POINT (-73.831736 40.654254)"
"Q - Cresent St/ Hoyt Ave","Q-crescent-st-hoyt-avenue-south-2ausk0","2025-02-27T00:00:00.000","No",,"Crescent Street, 25th Street","Queens","11102","401","QN01","4006900","QN0103","40.77293","-73.92155","9.29","POINT (-73.92155 40.77293)"
"M - W 119th St/5th Ave","M-w-119th-st-5th-ave-1yj9w0","2022-11-13T00:00:00.000","No","2024-12-13T00:00:00.000","West 119th Street","Manhattan","10026","110","MN10","1020000","MN1001","40.803119","-73.946141","13.19","POINT (-73.946141 40.803119)"
"SI - Fabian St/Sneden Ave","SI-fabian-st-sneden-ave-20e7zc","2024-08-08T00:00:00.000","No",,"Sneden Avenue","Staten Island","10312","503","SI03","5017005","SI0304","40.54111","-74.174256","5.28","POINT (-74.174256 40.54111)"
"BX - Hobart Ave/ Coddington Ave","BX-hobart-ave-coddington-ave-291xu0","2025-01-23T00:00:00.000","No",,"Hobart Avenue","Bronx","10461","210","BX10","2026400","BX1002","40.841029","-73.828842","6.5","POINT (-73.828842 40.841029)"
"Q - 253rd St/ 147 Drive","Q-253rd-st-147-drive-1edno0","2023-06-07T00:00:00.000","Yes","2023-06-22T00:00:00.000","253rd Street","Queens","11422","413","QN13","4066402","QN1307","40.655806","-73.736616","6.5","POINT (-73.736616 40.655806)"
"M - E 23rd St/FDR Drive","M-e-23rd-st-asser-levy-pl-2mfdvc","2025-10-10T00:00:00.000","No",,"East 23rd Street","Manhattan","10010","106","MN06","1006200","MN0603","40.735873","-73.975937","9.02","POINT (-73.975937 40.735873)"
"Q - Beach 66th St/Thursby Ave","Q-beach-66th-st-thursby-ave-1a5vs0","2023-03-17T00:00:00.000","Yes",,"Beach 66th Street","Queens","11692","414","QN14","4096400","QN1402","40.595956","-73.795556","7.44","POINT (-73.795556 40.595956)"
"BK - Church Ave/E 53rd St","BK-church-ave-e-53rd-st-215zzc","2024-08-23T00:00:00.000","No",,"Church Avenue","Brooklyn","11203","317","BK17","3086200","BK1703","40.652245","-73.927709","23.9","POINT (-73.927709 40.652245)"
"BK - Wallabout St/Throop Ave","BK-wallabout-st-throop-ave-19qu40","2023-03-09T00:00:00.000","No",,"Wallabout Street","Brooklyn","11206","301","BK01","3050700","BK0103","40.702812","-73.946768","9.13","POINT (-73.946768 40.702812)"
"BK - Knickerbocker Ave/Palmetto St","BK-knickerbocker-ave-palmetto-st-1mpi40","2023-11-16T00:00:00.000","No",,"Knickerbocker Avenue","Brooklyn","11221","304","BK04","3043500","BK0402","40.696296","-73.91379","25.59","POINT (-73.91379 40.696296)"
"BX - Britton St/Bronx Park E","BX-britton-st-bronx-park-east-2caoio","2025-03-27T00:00:00.000","No",,"Britton Street","Bronx","10467","211","BX11","2033601","BX1104","40.86667","-73.87028","1.93","POINT (-73.87028 40.86667)"
"Q - 133rd St/97th Ave","Q-133rd-st-97th-ave-21vxbc","2024-09-06T00:00:00.000","No",,"97th Avenue","Queens","11419","409","QN09","4015000","QN0903","40.694502","-73.815287","5.08","POINT (-73.815287 40.694502)"
"Q - 177th St/129th Ave","Q-177th-st-129th-ave-20pxgo","2024-08-14T00:00:00.000","No",,"177th Street","Queens","11434","412","QN12","4033401","QN1204","40.680464","-73.765682","10.08","POINT (-73.765682 40.680464)"
"M - Market Slip/South St","M-market-slip-s-st-2suyoc","2026-02-12T00:00:00.000","No",,"Market Slip","Manhattan","10002","103","MN03","1000800","MN0301","40.709579","-73.994078","10.79","POINT (-73.994078 40.709579)"
"M - W 42nd St/11th Ave","M-11th-ave-w-42nd-st-2nvbn0","2025-11-07T00:00:00.000","No",,"West 42nd Street","Manhattan","10036","104","MN04","1012901","MN0402","40.760792","-73.998075","4.57","POINT (-73.998075 40.760792)"
"BX - White Plains Rd/Wood Ave","BX-white-plains-rd-wood-ave-2lnn60","2025-09-25T00:00:00.000","No",,"White Plains Road, Pugsley Road","Bronx","10462","209","BX09","2021601","BX0901","40.835616","-73.863275","11.18","POINT (-73.863275 40.835616)"
"BK - Vermont St/Stanley Ave","BK-vermont-st-stanley-ave-215zzc","2024-08-23T00:00:00.000","No",,"Stanley Avenue","Brooklyn","11207","305","BK05","3110400","BK0503","40.657638","-73.888062","8.03","POINT (-73.888062 40.657638)"
"Q - Springfield Blvd/ Murdock Ave","Q-springfield-blvd-murdock-ave-2msf80","2025-10-17T00:00:00.000","No",,"Springfield Boulevard","Queens","11429","413","QN13","4053401","QN1304","40.70329","-73.74068","8.9","POINT (-73.74068 40.70329)"
"Q - 14th St/ 31st Rd","Q-31st-rd-14th-st-2ausk0","2025-02-27T00:00:00.000","No",,"31st Road","Queens","11106","401","QN01","4007700","QN0102","40.767691","-73.93232","9.09","POINT (-73.93232 40.767691)"
"BK - Kingston Ave/Rutland Rd","BK-kingston-ave-rutland-rd-1dnqc0","2023-05-24T00:00:00.000","No",,"Kingston Avenue","Brooklyn","11203","309","BK09","3081000","BK0902","40.659991","-73.942603","13.11","POINT (-73.942603 40.659991)"
"M - Malcolm X Blvd/W 118th","M-malcolm-x-blvd-w-118th-1yjl00","2024-07-03T00:00:00.000","No","2024-12-13T00:00:00.000","West 117th Street","Manhattan","10026","110","MN10","1019000","MN1001","40.802614","-73.948844","9.37","POINT (-73.948844 40.802614)"
"M - 126th St/7th Av","M-126th-st-7th-av-0mi140","2021-12-12T00:00:00.000","No",,"West 126th Street, Sylvia P Woods Way, James Brown Way","Manhattan","10027","110","MN10","1022400","MN1002","40.80983","-73.948101","9.96","POINT (-73.948101 40.80983)"
"M - Rivington St/Suffolk St","M-rivington-st-suffolk-st-1zmfzc","2024-07-24T00:00:00.000","No",,"Suffolk Street","Manhattan","10002","103","MN03","1003001","MN0302","40.719461","-73.985789","12.95","POINT (-73.985789 40.719461)"
"BX - Southern Blvd/Longwood Ave","BX-longwood-ave-southern-blvd-1vpnk0","2024-05-09T00:00:00.000","No",,"Longwood Avenue","Bronx","10459","202","BX02","2008500","BX0202","40.816353","-73.896467","3.11","POINT (-73.896467 40.816353)"
"SI - Seaview Ave/Hylan Blvd","SI-seaview-ave-hylan-blvd-1aiug0","2023-03-24T00:00:00.000","Yes",,"Seaview Avenue","Staten Island","10305","502","SI02","5007001","SI0201","40.586602","-74.09168","14.65","POINT (-74.09168 40.586602)"
"Q - 184th St/91st Ave","Q-184th-st-91st-ave-1lmro0","2023-10-26T00:00:00.000","No",,"184th Street","Queens","11423","412","QN12","4047000","QN1201","40.710475","-73.776529","7.83","POINT (-73.776529 40.710475)"
"M - E 6th St/FDR Dr","M-e-6th-st-fdr-drive-1vrfg0","2024-05-10T00:00:00.000","No",,"East 6th Street","Manhattan","10009","103","MN03","1002000","MN0303","40.721652","-73.975084","7.83","POINT (-73.975084 40.721652)"
"M - Indian Rd/W 215th St","M-indian-rd-w-215th-st-1yhqc0","2024-07-02T00:00:00.000","Yes",,"West 218th Street","Manhattan","10034","112","MN12","1029700","MN1292","40.873076","-73.918458","5.63","POINT (-73.918458 40.873076)"
"BK - Meserole Ave/Newel St","BK-meserole-ave-newel-st-1tyro0","2024-04-05T00:00:00.000","No","2025-07-24T00:00:00.000","Meserole Avenue","Brooklyn","11222","301","BK01","3057300","BK0101","40.728288","-73.949231","3.58","POINT (-73.949231 40.728288)"
"BK - Hoyt St/5th St","BK-hoyt-st-5th-st-007sk0","2020-10-05T00:00:00.000","No",,"Hoyt Street","Brooklyn","11231","306","BK06","3007700","BK0601","40.676672","-73.994591","17.17","POINT (-73.994591 40.676672)"
"BK - Rochester Ave/ Bergen St","BK-saint-marks-ave-rochester-ave-2rrwxo","2026-01-22T00:00:00.000","No",,"Rochester Avenue","Brooklyn","11213","308","BK08","3030700","BK0802","40.67402","-73.927862","10.47","POINT (-73.927862 40.67402)"
"BK - 85th St 24th Ave","BK-85th-st-24th-ave-1xv780","2024-06-20T00:00:00.000","No",,"85th Street","Brooklyn","11214","311","BK11","3029800","BK1103","40.599746","-73.988479","10.79","POINT (-73.988479 40.599746)"
"BX - Ditmars St/Hunter Ave 2","BX-ditmars-st-hunter-ave-1kwrk0","2023-10-12T00:00:00.000","Yes",,"Ditmars Street","Bronx","10464","210","BX10","2051601","BX1003","40.849297","-73.789528","0.94","POINT (-73.789528 40.849297)"
"Q - Park Ln/Park Lane South","Q-park-lane-park-lane-south-21u2nc","2024-09-05T00:00:00.000","No",,"Park Lane South, Park Place, Onslow Place","Queens","11415","409","QN09","4013400","QN0901","40.707823","-73.837171","13.46","POINT (-73.837171 40.707823)"
"BK - Winthrop St/ E 94th St","BK-winthrop-st-e-94th-st-1dnt40","2023-05-24T00:00:00.000","No",,"Winthrop Street","Brooklyn","11212","317","BK17","3088400","BK1704","40.661173","-73.924517","8.39","POINT (-73.924517 40.661173)"
"BX - College Ave/E 165th St","BX-college-ave-e-165th-st-214t90","2024-08-22T00:00:00.000","No",,"East 165th Street","Bronx","10456","204","BX04","2017500","BX0401","40.829109","-73.915682","18.39","POINT (-73.915682 40.829109)"
"BK - Lee Ave/Middleton St","BK-lee-ave-middleton-st-19qok0","2023-03-09T00:00:00.000","No",,"Lee Avenue","Brooklyn","11206","301","BK01","3053101","BK0103","40.70086","-73.954595","10.31","POINT (-73.954595 40.70086)"
"BX - Tier St/William Ave","BX-tier-st-william-ave-1kwuc0","2023-10-12T00:00:00.000","Yes",,"Tier Street","Bronx","10464","210","BX10","2051601","BX1003","40.848094","-73.789491","3.46","POINT (-73.789491 40.848094)"
"Q - Brookville Blvd/ Snake Rd 3","Q-brookville-blvd-149th-ave-3-23nfdo","2024-10-10T00:00:00.000","Yes",,"Brookville Boulevard","Queens","11422","413","QN13","4066401","QN1307","40.649528","-73.74561","18.46","POINT (-73.74561 40.649528)"
"Q - 160th St/Brinkerhoff Ave","Q-160th-st-brinkerhoff-ave-1ju140","2023-09-21T00:00:00.000","No","2025-09-17T00:00:00.000","110th Avenue, Brinkerhoff Avenue","Queens","11433","412","QN12","4026000","QN1202","40.692628","-73.790908","9.49","POINT (-73.790908 40.692628)"
"Q - W 16th Rd/Cross Bay Blvd","Q-w-16th-rd-cross-bay-blvd-1zdu4c","2024-07-19T00:00:00.000","Yes",,"West 16th Road","Queens","11693","414","QN14","4107201","QN1403","40.601616","-73.820453","8.9","POINT (-73.820453 40.601616)"
"BX - Rider Ave / E 140th St","BX-e-140th-st-rider-ave-2kkxk0","2025-09-04T00:00:00.000","No",,"Rider Avenue","Bronx","10451","201","BX01","2005100","BX0101","40.813418","-73.926575","9.96","POINT (-73.926575 40.813418)"
"M - E 108th St/Park Ave","M-e-108th-st-park-ave-1kwx40","2023-10-12T00:00:00.000","No",,"East 108th Street","Manhattan","10029","111","MN11","1017401","MN1101","40.794408","-73.947289","9.57","POINT (-73.947289 40.794408)"
"M - Vermilyea Ave/ Academy St","M-academy-st-vermilyea-ave-2nidwc","2025-10-31T00:00:00.000","No",,"Vermilyea Avenue","Manhattan","10034","112","MN12","1029100","MN1203","40.86551","-73.924308","6.26","POINT (-73.924308 40.86551)"
"BX - St Raymond Ave/ Castle Hill Ave","BX-castle-hill-ave-saint-raymonds-ave-2920m0","2025-01-23T00:00:00.000","No",,"Saint Raymond's Avenue, Saint Raymond South Avenue, Saint Raymond Avenue","Bronx","10462","209","BX09","2022200","BX0904","40.837811","-73.852669","9.21","POINT (-73.852669 40.837811)"
"M - W 147th St/Malcolm X Blvd","M-w-147th-st-malcolm-x-blvd-1yhks0","2024-07-02T00:00:00.000","No",,"West 147th Street","Manhattan","10039","110","MN10","1023400","MN1002","40.821781","-73.935526","16.69","POINT (-73.935526 40.821781)"
"BK - Flatlands 8th St/E 108th St","BK-flatlands-8th-st-e-108th-st-1umx40","2024-04-18T00:00:00.000","No",,"Flatlands 8th Street","Brooklyn","11236","318","BK18","3101800","BK1803","40.640908","-73.884565","13.82","POINT (-73.884565 40.640908)"
"BK - Dwight St/King St","BK-dwight-st-king-st-0pznc0","2022-02-18T00:00:00.000","No",,"Dwight Street","Brooklyn","11231","306","BK06","3008500","BK0601","40.676352","-74.008561","9.09","POINT (-74.008561 40.676352)"
"M - Lafayette St/White St","M-lafayette-st-white-st-1zmfzc","2024-07-24T00:00:00.000","No",,"Lafayette Street, Federal Plaza","Manhattan","10013","101","MN01","1003100","MN0102","40.717411","-74.001524","6.38","POINT (-74.001524 40.717411)"
"BK - Farragut Rd/Brooklyn Ave","BK-farragut-rd-brooklyn-ave-20rvdc","2024-08-15T00:00:00.000","No",,"Brooklyn Avenue","Brooklyn","11210","317","BK17","3078200","BK1702","40.636771","-73.942329","11.02","POINT (-73.942329 40.636771)"
"BK - Church Ave/E10th St","BK-church-ave-e10th-st-1lbck0","2023-10-20T00:00:00.000","No",,"Church Avenue, New York 27, New York State Route 27, State Route 27","Brooklyn","11218","314","BK14","3050600","BK1402","40.64673","-73.970166","7.2","POINT (-73.970166 40.64673)"
"BK - Caton Ave/E Eighth St","BK-caton-ave-e-8th-st-2lavl0","2025-09-18T00:00:00.000","No",,"Caton Avenue, State Route 27","Brooklyn","11218","307","BK07","3050401","BK0701","40.647972","-73.972408","8.31","POINT (-73.972408 40.647972)"
"M - Varick St/Canal St","M-varick-st-canal-st-1zmfzc","2024-07-24T00:00:00.000","No",,"Canal Street","Manhattan","10013","102","MN01","1003300","MN0102","40.722851","-74.006881","11.54","POINT (-74.006881 40.722851)"
"BK - Dover St/Shore Blvd","BK-dover-st-shore-blvd-20cdbc","2024-08-07T00:00:00.000","No",,"Dover Street","Brooklyn","11235","315","BK15","3061200","BK1503","40.582007","-73.949998","11.85","POINT (-73.949998 40.582007)"
"BK - 9th St/Smith St","BK-9th-st-smith-st-0mlfc0","2021-12-14T00:00:00.000","No",,"9th Street","Brooklyn","11215","306","BK06","3011902","BK0601","40.673401","-73.994892","8.15","POINT (-73.994892 40.673401)"
